Datetime,Close
2023-12-26 03:00:00+00:00,15480.0
2023-12-26 04:00:00+00:00,15480.0
2023-12-26 05:00:00+00:00,15480.0
2023-12-26 06:00:00+00:00,15480.0
2023-12-26 07:00:00+00:00,15480.0
2023-12-26 08:00:00+00:00,15480.0
2023-12-26 11:00:00+00:00,15480.0
2023-12-26 15:00:00+00:00,15485.0
2023-12-26 16:00:00+00:00,15479.0
2023-12-26 17:00:00+00:00,15479.0
2023-12-26 18:00:00+00:00,15479.0
2023-12-26 20:00:00+00:00,15479.0
2023-12-27 00:00:00+00:00,15479.0
2023-12-27 02:00:00+00:00,15389.0
2023-12-27 03:00:00+00:00,15404.0
2023-12-27 04:00:00+00:00,15409.0
2023-12-27 05:00:00+00:00,15414.0
2023-12-27 06:00:00+00:00,15424.0
2023-12-27 07:00:00+00:00,15424.0
2023-12-27 09:00:00+00:00,15425.0
2023-12-27 10:00:00+00:00,15425.0
2023-12-27 14:00:00+00:00,15424.0
2023-12-27 16:00:00+00:00,15424.0
2023-12-27 18:00:00+00:00,15424.0
2023-12-27 19:00:00+00:00,15424.0
2023-12-27 20:00:00+00:00,15425.0
2023-12-27 23:00:00+00:00,15424.0
2023-12-28 02:00:00+00:00,15411.0
2023-12-28 03:00:00+00:00,15414.0
2023-12-28 04:00:00+00:00,15424.0
2023-12-28 05:00:00+00:00,15419.0
2023-12-28 06:00:00+00:00,15414.0
2023-12-28 07:00:00+00:00,15414.0
2023-12-28 11:00:00+00:00,15415.0
2023-12-28 14:00:00+00:00,15414.0
2023-12-28 17:00:00+00:00,15411.0
2023-12-28 21:00:00+00:00,15414.0
2023-12-28 22:00:00+00:00,15414.0
2023-12-29 02:00:00+00:00,15439.0
2023-12-29 03:00:00+00:00,15445.0
2023-12-29 04:00:00+00:00,15411.0
2023-12-29 05:00:00+00:00,15444.0
2023-12-29 06:00:00+00:00,15414.0
2023-12-29 09:00:00+00:00,15395.0
2023-12-29 11:00:00+00:00,15395.0
2023-12-29 14:00:00+00:00,15435.0
2023-12-29 15:00:00+00:00,15394.0
2023-12-29 20:00:00+00:00,15394.0
2023-12-29 21:00:00+00:00,15394.0
2023-12-29 23:00:00+00:00,15394.0
2024-01-01 03:00:00+00:00,15395.0
2024-01-01 04:00:00+00:00,15394.0
2024-01-01 06:00:00+00:00,15395.0
2024-01-02 02:00:00+00:00,15479.0
2024-01-02 03:00:00+00:00,15474.0
2024-01-02 04:00:00+00:00,15477.0
2024-01-02 05:00:00+00:00,15449.0
2024-01-02 06:00:00+00:00,15464.0
2024-01-02 07:00:00+00:00,15464.0
2024-01-02 08:00:00+00:00,15465.0
2024-01-02 09:00:00+00:00,15465.0
2024-01-02 10:00:00+00:00,15465.0
2024-01-02 14:00:00+00:00,15464.0
2024-01-02 15:00:00+00:00,15464.0
2024-01-02 16:00:00+00:00,15464.0
2024-01-02 18:00:00+00:00,15465.0
2024-01-02 19:00:00+00:00,15464.0
2024-01-02 20:00:00+00:00,15464.0
2024-01-02 21:00:00+00:00,15464.0
2024-01-02 22:00:00+00:00,15464.0
2024-01-02 23:00:00+00:00,15464.0
2024-01-03 00:00:00+00:00,15464.0
2024-01-03 01:00:00+00:00,15464.0
2024-01-03 02:00:00+00:00,15499.0
2024-01-03 03:00:00+00:00,15489.0
2024-01-03 04:00:00+00:00,15484.0
2024-01-03 05:00:00+00:00,15479.0
2024-01-03 06:00:00+00:00,15469.0
2024-01-03 07:00:00+00:00,15474.0
2024-01-03 09:00:00+00:00,15475.0
2024-01-03 14:00:00+00:00,15490.0
2024-01-03 15:00:00+00:00,15474.0
2024-01-03 19:00:00+00:00,15474.0
2024-01-03 20:00:00+00:00,15475.0
2024-01-03 21:00:00+00:00,15490.0
2024-01-04 01:00:00+00:00,15474.0
2024-01-04 02:00:00+00:00,15529.0
2024-01-04 03:00:00+00:00,15518.0
2024-01-04 04:00:00+00:00,15526.0
2024-01-04 05:00:00+00:00,15524.0
2024-01-04 06:00:00+00:00,15509.0
2024-01-04 07:00:00+00:00,15484.0
2024-01-04 08:00:00+00:00,15485.0
2024-01-04 09:00:00+00:00,15485.0
2024-01-04 15:00:00+00:00,15484.0
2024-01-04 16:00:00+00:00,15484.0
2024-01-04 19:00:00+00:00,15485.0
2024-01-04 20:00:00+00:00,15484.0
2024-01-04 21:00:00+00:00,15484.0
2024-01-05 02:00:00+00:00,15504.0
2024-01-05 03:00:00+00:00,15519.0
2024-01-05 04:00:00+00:00,15515.0
2024-01-05 05:00:00+00:00,15515.0
2024-01-05 06:00:00+00:00,15516.0
2024-01-05 07:00:00+00:00,15509.0
2024-01-05 08:00:00+00:00,15510.0
2024-01-05 09:00:00+00:00,15510.0
2024-01-05 13:00:00+00:00,15515.0
2024-01-05 15:00:00+00:00,15509.0
2024-01-05 16:00:00+00:00,15509.0
2024-01-05 17:00:00+00:00,15509.0
2024-01-05 19:00:00+00:00,15509.0
2024-01-05 20:00:00+00:00,15509.0
2024-01-05 22:00:00+00:00,15509.0
2024-01-08 02:00:00+00:00,15514.0
2024-01-08 03:00:00+00:00,15524.0
2024-01-08 04:00:00+00:00,15519.0
2024-01-08 05:00:00+00:00,15529.0
2024-01-08 06:00:00+00:00,15524.0
2024-01-08 07:00:00+00:00,15525.0
2024-01-08 13:00:00+00:00,15519.0
2024-01-08 14:00:00+00:00,15519.0
2024-01-08 15:00:00+00:00,15519.0
2024-01-08 16:00:00+00:00,15519.0
2024-01-08 17:00:00+00:00,15519.0
2024-01-08 19:00:00+00:00,15520.0
2024-01-09 01:00:00+00:00,15519.0
2024-01-09 02:00:00+00:00,15514.0
2024-01-09 03:00:00+00:00,15514.0
2024-01-09 04:00:00+00:00,15514.0
2024-01-09 05:00:00+00:00,15515.0
2024-01-09 06:00:00+00:00,15524.0
2024-01-09 07:00:00+00:00,15520.0
2024-01-09 09:00:00+00:00,15515.0
2024-01-09 10:00:00+00:00,15515.0
2024-01-09 14:00:00+00:00,15515.0
2024-01-09 15:00:00+00:00,15514.0
2024-01-09 16:00:00+00:00,15514.0
2024-01-09 17:00:00+00:00,15514.0
2024-01-09 18:00:00+00:00,15514.0
2024-01-09 19:00:00+00:00,15515.0
2024-01-09 22:00:00+00:00,15514.0
2024-01-10 02:00:00+00:00,15559.0
2024-01-10 03:00:00+00:00,15569.0
2024-01-10 04:00:00+00:00,15562.0
2024-01-10 05:00:00+00:00,15562.0
2024-01-10 06:00:00+00:00,15579.0
2024-01-10 07:00:00+00:00,15564.0
2024-01-10 08:00:00+00:00,15565.0
2024-01-10 09:00:00+00:00,15565.0
2024-01-10 14:00:00+00:00,15564.0
2024-01-10 16:00:00+00:00,15564.0
2024-01-10 17:00:00+00:00,15564.0
2024-01-10 18:00:00+00:00,15564.0
2024-01-10 19:00:00+00:00,15565.0
2024-01-10 20:00:00+00:00,15564.0
2024-01-10 23:00:00+00:00,15564.0
2024-01-11 01:00:00+00:00,15564.0
2024-01-11 02:00:00+00:00,15554.0
2024-01-11 03:00:00+00:00,15562.0
2024-01-11 04:00:00+00:00,15554.0
2024-01-11 05:00:00+00:00,15559.0
2024-01-11 06:00:00+00:00,15556.0
2024-01-11 07:00:00+00:00,15545.0
2024-01-11 10:00:00+00:00,15545.0
2024-01-11 14:00:00+00:00,15544.0
2024-01-11 17:00:00+00:00,15545.0
2024-01-11 18:00:00+00:00,15544.0
2024-01-12 02:00:00+00:00,15559.0
2024-01-12 03:00:00+00:00,15557.0
2024-01-12 04:00:00+00:00,15550.0
2024-01-12 05:00:00+00:00,15544.0
2024-01-12 06:00:00+00:00,15554.0
2024-01-12 07:00:00+00:00,15544.0
2024-01-12 08:00:00+00:00,15545.0
2024-01-12 14:00:00+00:00,15544.0
2024-01-12 18:00:00+00:00,15544.0
2024-01-12 20:00:00+00:00,15544.0
2024-01-15 00:00:00+00:00,15544.0
2024-01-15 02:00:00+00:00,15544.0
2024-01-15 03:00:00+00:00,15556.0
2024-01-15 04:00:00+00:00,15556.0
2024-01-15 05:00:00+00:00,15552.0
2024-01-15 06:00:00+00:00,15551.0
2024-01-15 07:00:00+00:00,15549.0
2024-01-15 08:00:00+00:00,15550.0
2024-01-15 09:00:00+00:00,15550.0
2024-01-15 14:00:00+00:00,15549.0
2024-01-15 18:00:00+00:00,15549.0
2024-01-15 21:00:00+00:00,15549.0
2024-01-16 02:00:00+00:00,15589.0
2024-01-16 03:00:00+00:00,15590.0
2024-01-16 04:00:00+00:00,15585.0
2024-01-16 05:00:00+00:00,15589.0
2024-01-16 06:00:00+00:00,15582.0
2024-01-16 07:00:00+00:00,15584.0
2024-01-16 09:00:00+00:00,15587.0
2024-01-16 10:00:00+00:00,15587.0
2024-01-16 13:00:00+00:00,15584.0
2024-01-16 14:00:00+00:00,15584.0
2024-01-16 16:00:00+00:00,15584.0
2024-01-16 18:00:00+00:00,15584.0
2024-01-16 19:00:00+00:00,15584.0
2024-01-16 22:00:00+00:00,15590.0
2024-01-17 00:00:00+00:00,15584.0
2024-01-17 02:00:00+00:00,15629.0
